Class Name,Registered Name
vazkii.botania.common.block.tile.TileSpecialFlower,botania:specialFlower
vazkii.botania.common.block.tile.TileStarfield,botania:starfield
vazkii.botania.common.block.tile.TileTerraPlate,botania:terraPlate
vazkii.botania.common.block.tile.TileTinyPlanet,botania:tinyPlanetBlock
vazkii.botania.common.block.tile.TileTinyPotato,botania:tinyPotato
vazkii.botania.common.block.tile.corporea.TileCorporeaFunnel,botania:corporeaFunnel
vazkii.botania.common.block.tile.corporea.TileCorporeaIndex,botania:corporeaIndex
vazkii.botania.common.block.tile.mana.TileDistributor,botania:distributor
vazkii.botania.common.block.tile.mana.TileManaDetector,botania:manaDetector
vazkii.botania.common.block.tile.mana.TileManaVoid,botania:manaVoid
vazkii.botania.common.block.tile.mana.TilePool,botania:pool
vazkii.botania.common.block.tile.mana.TilePrism,botania:prism
vazkii.botania.common.block.tile.mana.TilePump,botania:pump
vazkii.botania.common.block.tile.mana.TileRFGenerator,botania:rfGenerator
vazkii.botania.common.block.tile.mana.TileSpreader,botania:spreader
vazkii.botania.common.block.tile.mana.TileTurntable,botania:turntable
vazkii.botania.common.block.tile.string.TileRedStringComparator,botania:redStringComparator
vazkii.botania.common.block.tile.string.TileRedStringContainer,botania:redStringContainer
vazkii.botania.common.block.tile.string.TileRedStringDispenser,botania:redStringDispenser
vazkii.botania.common.block.tile.string.TileRedStringFertilizer,botania:redStringFertilizer
vazkii.botania.common.block.tile.string.TileRedStringRelay,botania:redStringRelay
vazkii.heraldry.content.TileEntityBanner,CraftHeraldry_blockHeraldry
vswe.production.tileentity.TileEntityTable,production_table
vswe.stevescarts.TileEntities.TileEntityActivator,activator
vswe.stevescarts.TileEntities.TileEntityCargo,cargo
vswe.stevescarts.TileEntities.TileEntityCartAssembler,assembler
vswe.stevescarts.TileEntities.TileEntityDetector,detector
vswe.stevescarts.TileEntities.TileEntityDistributor,distributor
vswe.stevescarts.TileEntities.TileEntityLiquid,liquid
vswe.stevescarts.TileEntities.TileEntityUpgrade,upgrade
vswe.stevesfactory.blocks.TileEntityBUD,TileEntityCableBUDName
vswe.stevesfactory.blocks.TileEntityBreaker,TileEntityCableBreakerName
vswe.stevesfactory.blocks.TileEntityCamouflage,TileEntityCableCamouflageName
vswe.stevesfactory.blocks.TileEntityCluster,TileEntityCableClusterName
vswe.stevesfactory.blocks.TileEntityCreative,TileEntityCableCreativeName
vswe.stevesfactory.blocks.TileEntityInput,TileEntityCableInputName
vswe.stevesfactory.blocks.TileEntityIntake,TileEntityCableIntakeName
vswe.stevesfactory.blocks.TileEntityManager,TileEntityMachineManagerName
vswe.stevesfactory.blocks.TileEntityOutput,TileEntityCableOutputName
vswe.stevesfactory.blocks.TileEntityRFCluster,cable_rfCluster
vswe.stevesfactory.blocks.TileEntityRFManager,TileEntityRFManager
vswe.stevesfactory.blocks.TileEntityRelay,TileEntityCableRelayName
vswe.stevesfactory.blocks.TileEntitySignUpdater,TileEntityCableSignName
